########################################
# Annotation Metadata
########################################

Campaign Name: Aramco switches
Video Name: 30-DEC-25-03:00:50:PM_13.avi (trim 1)

URL (Original): http://192.168.18.33:3000/originals/30-DEC-25-03:00:50:PM_13-6953b2b39b7bc2b0b83d5622.avi
URL (Web): http://192.168.18.33:3000/videos/30-DEC-25-03:00:50:PM_13-6953b2b39b7bc2b0b83d5622.mp4

FPS: 20
Total Frames: 4403

Start Frames: 1

End Frames: 2201

Total Frames Trimmed Version: 2201

Export Date: 2026-02-09T13:02:42.863Z

########################################
# Annotations (Format: FrameNo:{verb},{noun},{state},{visibility})
########################################

1652:bg,bg,N/A,N/A
1653:bg,bg,N/A,N/A
1654:bg,bg,N/A,N/A
1655:bg,bg,N/A,N/A
1656:bg,bg,N/A,N/A
1657:bg,bg,N/A,N/A
1658:bg,bg,N/A,N/A
1659:bg,bg,N/A,N/A
1660:bg,bg,N/A,N/A
1661:bg,bg,N/A,N/A
1662:bg,bg,N/A,N/A
1663:bg,bg,N/A,N/A
1664:bg,bg,N/A,N/A
1665:bg,bg,N/A,N/A
1666:bg,bg,N/A,N/A
1667:bg,bg,N/A,N/A
1668:bg,bg,N/A,N/A
1669:bg,bg,N/A,N/A
1670:bg,bg,N/A,N/A
1671:bg,bg,N/A,N/A
1672:bg,bg,N/A,N/A
1673:bg,bg,N/A,N/A
1674:bg,bg,N/A,N/A
1675:bg,bg,N/A,N/A
1676:bg,bg,N/A,N/A
1677:bg,bg,N/A,N/A
1678:bg,bg,N/A,N/A
1679:bg,bg,N/A,N/A
1680:bg,bg,N/A,N/A
1681:bg,bg,N/A,N/A
1682:bg,bg,N/A,N/A
1683:bg,bg,N/A,N/A
1684:bg,bg,N/A,N/A
1685:bg,bg,N/A,N/A
1686:bg,bg,N/A,N/A
1687:bg,bg,N/A,N/A
1688:bg,bg,N/A,N/A
1689:bg,bg,N/A,N/A
1690:bg,bg,N/A,N/A
1691:bg,bg,N/A,N/A
1692:bg,bg,N/A,N/A
1693:bg,bg,N/A,N/A
1694:bg,bg,N/A,N/A
1695:bg,bg,N/A,N/A
1696:bg,bg,N/A,N/A
1697:bg,bg,N/A,N/A
1698:bg,bg,N/A,N/A
1699:bg,bg,N/A,N/A
1700:bg,bg,N/A,N/A
1701:bg,bg,N/A,N/A
1702:bg,bg,N/A,N/A
1703:bg,bg,N/A,N/A
1704:bg,bg,N/A,N/A
1705:bg,bg,N/A,N/A
1706:bg,bg,N/A,N/A
1707:bg,bg,N/A,N/A
1708:bg,bg,N/A,N/A
1709:bg,bg,N/A,N/A
1710:bg,bg,N/A,N/A
1711:bg,bg,N/A,N/A
1712:bg,bg,N/A,N/A
1713:bg,bg,N/A,N/A
1714:bg,bg,N/A,N/A
1715:bg,bg,N/A,N/A
1716:bg,bg,N/A,N/A
1717:bg,bg,N/A,N/A
1718:bg,bg,N/A,N/A
1719:bg,bg,N/A,N/A
1720:bg,bg,N/A,N/A
1721:bg,bg,N/A,N/A
1722:bg,bg,N/A,N/A
1723:bg,bg,N/A,N/A
1724:bg,bg,N/A,N/A
1725:bg,bg,N/A,N/A
1726:bg,bg,N/A,N/A
1727:bg,bg,N/A,N/A
1728:bg,bg,N/A,N/A
1729:bg,bg,N/A,N/A
1730:bg,bg,N/A,N/A
1731:bg,bg,N/A,N/A
1732:bg,bg,N/A,N/A
1733:bg,bg,N/A,N/A
1734:bg,bg,N/A,N/A
1735:bg,bg,N/A,N/A
1736:bg,bg,N/A,N/A
1737:bg,bg,N/A,N/A
1738:bg,bg,N/A,N/A
1739:bg,bg,N/A,N/A
1740:bg,bg,N/A,N/A
1741:bg,bg,N/A,N/A
1742:bg,bg,N/A,N/A
1743:bg,bg,N/A,N/A
1744:bg,bg,N/A,N/A
1745:bg,bg,N/A,N/A
1746:bg,bg,N/A,N/A
1747:bg,bg,N/A,N/A
1748:bg,bg,N/A,N/A
1749:bg,bg,N/A,N/A
1750:bg,bg,N/A,N/A
1751:bg,bg,N/A,N/A
1752:bg,bg,N/A,N/A
1753:bg,bg,N/A,N/A
1754:bg,bg,N/A,N/A
1755:bg,bg,N/A,N/A
1756:bg,bg,N/A,N/A
1757:bg,bg,N/A,N/A
1758:bg,bg,N/A,N/A
1759:bg,bg,N/A,N/A
1760:bg,bg,N/A,N/A
1761:bg,bg,N/A,N/A
1762:bg,bg,N/A,N/A
1763:bg,bg,N/A,N/A
1764:bg,bg,N/A,N/A
1765:bg,bg,N/A,N/A
1766:bg,bg,N/A,N/A
1767:bg,bg,N/A,N/A
1768:bg,bg,N/A,N/A
1769:bg,bg,N/A,N/A
1770:bg,bg,N/A,N/A
1771:bg,bg,N/A,N/A
1772:bg,bg,N/A,N/A
1773:bg,bg,N/A,N/A
1774:bg,bg,N/A,N/A
1775:bg,bg,N/A,N/A
1776:bg,bg,N/A,N/A
1777:bg,bg,N/A,N/A
1778:bg,bg,N/A,N/A
1779:bg,bg,N/A,N/A
1780:bg,bg,N/A,N/A
1781:bg,bg,N/A,N/A
1782:bg,bg,N/A,N/A
1783:bg,bg,N/A,N/A
1784:bg,bg,N/A,N/A
1785:bg,bg,N/A,N/A
1786:bg,bg,N/A,N/A
1787:bg,bg,N/A,N/A
1788:bg,bg,N/A,N/A
1789:bg,bg,N/A,N/A
1790:bg,bg,N/A,N/A
1791:bg,bg,N/A,N/A
1792:bg,bg,N/A,N/A
1793:bg,bg,N/A,N/A
1794:bg,bg,N/A,N/A
1795:bg,bg,N/A,N/A
1796:bg,bg,N/A,N/A
1797:bg,bg,N/A,N/A
1798:bg,bg,N/A,N/A
1799:bg,bg,N/A,N/A
1800:bg,bg,N/A,N/A
1801:bg,bg,N/A,N/A
1802:bg,bg,N/A,N/A
1803:bg,bg,N/A,N/A
1804:bg,bg,N/A,N/A
1805:bg,bg,N/A,N/A
1806:bg,bg,N/A,N/A
1807:bg,bg,N/A,N/A
1808:bg,bg,N/A,N/A
1809:bg,bg,N/A,N/A
1810:bg,bg,N/A,N/A
1811:bg,bg,N/A,N/A
1812:bg,bg,N/A,N/A
1813:bg,bg,N/A,N/A
1814:bg,bg,N/A,N/A
1815:bg,bg,N/A,N/A
1816:bg,bg,N/A,N/A
1817:bg,bg,N/A,N/A
1818:bg,bg,N/A,N/A
1819:bg,bg,N/A,N/A
1820:bg,bg,N/A,N/A
1821:bg,bg,N/A,N/A
1822:bg,bg,N/A,N/A
1823:bg,bg,N/A,N/A
1824:bg,bg,N/A,N/A
1825:bg,bg,N/A,N/A
1826:bg,bg,N/A,N/A
1827:bg,bg,N/A,N/A
1828:bg,bg,N/A,N/A
1829:bg,bg,N/A,N/A
1830:bg,bg,N/A,N/A
1831:bg,bg,N/A,N/A
1832:bg,bg,N/A,N/A
1833:bg,bg,N/A,N/A
1834:bg,bg,N/A,N/A
1835:bg,bg,N/A,N/A
1836:bg,bg,N/A,N/A
1837:bg,bg,N/A,N/A
1838:bg,bg,N/A,N/A
1839:bg,bg,N/A,N/A
1840:bg,bg,N/A,N/A
1841:bg,bg,N/A,N/A
1842:bg,bg,N/A,N/A
1843:bg,bg,N/A,N/A
1844:bg,bg,N/A,N/A
1845:bg,bg,N/A,N/A
1846:bg,bg,N/A,N/A
1847:bg,bg,N/A,N/A
1848:bg,bg,N/A,N/A
1849:bg,bg,N/A,N/A
1850:bg,bg,N/A,N/A
1851:bg,bg,N/A,N/A
1852:bg,bg,N/A,N/A
1853:bg,bg,N/A,N/A
1854:bg,bg,N/A,N/A
1855:bg,bg,N/A,N/A
1856:bg,bg,N/A,N/A
1857:bg,bg,N/A,N/A
1858:bg,bg,N/A,N/A
1859:bg,bg,N/A,N/A
1860:bg,bg,N/A,N/A
1861:bg,bg,N/A,N/A
1862:bg,bg,N/A,N/A
1863:bg,bg,N/A,N/A
1864:bg,bg,N/A,N/A
1865:bg,bg,N/A,N/A
1866:bg,bg,N/A,N/A
1867:bg,bg,N/A,N/A
1868:bg,bg,N/A,N/A
1869:bg,bg,N/A,N/A
1870:bg,bg,N/A,N/A
1871:bg,bg,N/A,N/A
1872:bg,bg,N/A,N/A
1873:bg,bg,N/A,N/A
1874:bg,bg,N/A,N/A
1875:bg,bg,N/A,N/A
1876:bg,bg,N/A,N/A
1877:bg,bg,N/A,N/A
1878:bg,bg,N/A,N/A
1879:bg,bg,N/A,N/A
1880:bg,bg,N/A,N/A
1881:bg,bg,N/A,N/A
1882:bg,bg,N/A,N/A
1883:bg,bg,N/A,N/A
1884:bg,bg,N/A,N/A
1885:bg,bg,N/A,N/A
1886:bg,bg,N/A,N/A
1887:bg,bg,N/A,N/A
1888:bg,bg,N/A,N/A
1889:bg,bg,N/A,N/A
1890:bg,bg,N/A,N/A
1891:bg,bg,N/A,N/A
1892:bg,bg,N/A,N/A
1893:bg,bg,N/A,N/A
1894:bg,bg,N/A,N/A
1895:bg,bg,N/A,N/A
1896:bg,bg,N/A,N/A
1897:bg,bg,N/A,N/A
1898:bg,bg,N/A,N/A
1899:bg,bg,N/A,N/A
1900:bg,bg,N/A,N/A
1901:bg,bg,N/A,N/A
1902:bg,bg,N/A,N/A
1903:bg,bg,N/A,N/A
1904:bg,bg,N/A,N/A
1905:bg,bg,N/A,N/A
1906:bg,bg,N/A,N/A
1907:bg,bg,N/A,N/A
1908:bg,bg,N/A,N/A
1909:bg,bg,N/A,N/A
1910:bg,bg,N/A,N/A
1911:bg,bg,N/A,N/A
1912:bg,bg,N/A,N/A
1913:bg,bg,N/A,N/A
1914:bg,bg,N/A,N/A
1915:bg,bg,N/A,N/A
1916:bg,bg,N/A,N/A
1917:bg,bg,N/A,N/A
1918:bg,bg,N/A,N/A
1919:bg,bg,N/A,N/A
1920:bg,bg,N/A,N/A
1921:bg,bg,N/A,N/A
1922:bg,bg,N/A,N/A
1923:bg,bg,N/A,N/A
1924:bg,bg,N/A,N/A
1925:bg,bg,N/A,N/A
1926:bg,bg,N/A,N/A
1927:bg,bg,N/A,N/A
1928:bg,bg,N/A,N/A
1929:bg,bg,N/A,N/A
1930:bg,bg,N/A,N/A
1931:bg,bg,N/A,N/A
1932:bg,bg,N/A,N/A
1933:bg,bg,N/A,N/A
1934:bg,bg,N/A,N/A
1935:bg,bg,N/A,N/A
1936:bg,bg,N/A,N/A
1937:bg,bg,N/A,N/A
1938:bg,bg,N/A,N/A
1939:bg,bg,N/A,N/A
1940:bg,bg,N/A,N/A
1941:bg,bg,N/A,N/A
1942:bg,bg,N/A,N/A
1943:bg,bg,N/A,N/A
1944:bg,bg,N/A,N/A
1945:bg,bg,N/A,N/A
1946:bg,bg,N/A,N/A
1947:bg,bg,N/A,N/A
1948:bg,bg,N/A,N/A
1949:bg,bg,N/A,N/A
1950:bg,bg,N/A,N/A
1951:bg,bg,N/A,N/A
1952:bg,bg,N/A,N/A
1953:bg,bg,N/A,N/A
1954:bg,bg,N/A,N/A
1955:bg,bg,N/A,N/A
1956:bg,bg,N/A,N/A
1957:bg,bg,N/A,N/A
1958:bg,bg,N/A,N/A
1959:bg,bg,N/A,N/A
1960:bg,bg,N/A,N/A
1961:bg,bg,N/A,N/A
1962:bg,bg,N/A,N/A
1963:bg,bg,N/A,N/A
1964:bg,bg,N/A,N/A
1965:bg,bg,N/A,N/A
1966:bg,bg,N/A,N/A
1967:bg,bg,N/A,N/A
1968:bg,bg,N/A,N/A
1969:bg,bg,N/A,N/A
1970:bg,bg,N/A,N/A
1971:bg,bg,N/A,N/A
1972:bg,bg,N/A,N/A
1973:bg,bg,N/A,N/A
1974:bg,bg,N/A,N/A
1975:bg,bg,N/A,N/A
1976:bg,bg,N/A,N/A
1977:bg,bg,N/A,N/A
1978:bg,bg,N/A,N/A
1979:bg,bg,N/A,N/A
1980:bg,bg,N/A,N/A
1981:bg,bg,N/A,N/A
1982:bg,bg,N/A,N/A
1983:bg,bg,N/A,N/A
1984:bg,bg,N/A,N/A
1985:bg,bg,N/A,N/A
1986:bg,bg,N/A,N/A
1987:bg,bg,N/A,N/A
1988:bg,bg,N/A,N/A
1989:bg,bg,N/A,N/A
1990:bg,bg,N/A,N/A
1991:bg,bg,N/A,N/A
1992:bg,bg,N/A,N/A
1993:bg,bg,N/A,N/A
1994:bg,bg,N/A,N/A
1995:bg,bg,N/A,N/A
1996:bg,bg,N/A,N/A
1997:bg,bg,N/A,N/A
1998:bg,bg,N/A,N/A
1999:bg,bg,N/A,N/A
2000:bg,bg,N/A,N/A
2001:bg,bg,N/A,N/A
2002:bg,bg,N/A,N/A
2003:bg,bg,N/A,N/A
2004:bg,bg,N/A,N/A
2005:bg,bg,N/A,N/A
2006:bg,bg,N/A,N/A
2007:bg,bg,N/A,N/A
2008:bg,bg,N/A,N/A
2009:bg,bg,N/A,N/A
2010:bg,bg,N/A,N/A
2011:bg,bg,N/A,N/A
2012:bg,bg,N/A,N/A
2013:bg,bg,N/A,N/A
2014:bg,bg,N/A,N/A
2015:bg,bg,N/A,N/A
2016:bg,bg,N/A,N/A
2017:bg,bg,N/A,N/A
2018:bg,bg,N/A,N/A
2019:bg,bg,N/A,N/A
2020:bg,bg,N/A,N/A
2021:bg,bg,N/A,N/A
2022:bg,bg,N/A,N/A
2023:bg,bg,N/A,N/A
2024:bg,bg,N/A,N/A
2025:bg,bg,N/A,N/A
2026:bg,bg,N/A,N/A
2027:bg,bg,N/A,N/A
2028:bg,bg,N/A,N/A
2029:bg,bg,N/A,N/A
2030:bg,bg,N/A,N/A
2031:bg,bg,N/A,N/A
2032:bg,bg,N/A,N/A
2033:bg,bg,N/A,N/A
2034:bg,bg,N/A,N/A
2035:bg,bg,N/A,N/A
2036:bg,bg,N/A,N/A
2037:bg,bg,N/A,N/A
2038:bg,bg,N/A,N/A
2039:bg,bg,N/A,N/A
2040:bg,bg,N/A,N/A
2041:bg,bg,N/A,N/A
2042:bg,bg,N/A,N/A
2043:bg,bg,N/A,N/A
2044:bg,bg,N/A,N/A
2045:bg,bg,N/A,N/A
2046:bg,bg,N/A,N/A
2047:bg,bg,N/A,N/A
2048:bg,bg,N/A,N/A
2049:bg,bg,N/A,N/A
2050:bg,bg,N/A,N/A
2051:bg,bg,N/A,N/A
2052:bg,bg,N/A,N/A
2053:bg,bg,N/A,N/A
2054:bg,bg,N/A,N/A
2055:bg,bg,N/A,N/A
2056:bg,bg,N/A,N/A
2057:bg,bg,N/A,N/A
2058:bg,bg,N/A,N/A
2059:bg,bg,N/A,N/A
2060:bg,bg,N/A,N/A
2061:bg,bg,N/A,N/A
2062:bg,bg,N/A,N/A
2063:bg,bg,N/A,N/A
2064:bg,bg,N/A,N/A
2065:bg,bg,N/A,N/A
2066:bg,bg,N/A,N/A
2067:bg,bg,N/A,N/A
2068:bg,bg,N/A,N/A
2069:bg,bg,N/A,N/A
2070:bg,bg,N/A,N/A
2071:bg,bg,N/A,N/A
2072:bg,bg,N/A,N/A
2073:bg,bg,N/A,N/A
2074:bg,bg,N/A,N/A
2075:bg,bg,N/A,N/A
2076:bg,bg,N/A,N/A
2077:bg,bg,N/A,N/A
2078:bg,bg,N/A,N/A
2079:bg,bg,N/A,N/A
2080:bg,bg,N/A,N/A
2081:bg,bg,N/A,N/A
2082:bg,bg,N/A,N/A
2083:bg,bg,N/A,N/A
2084:bg,bg,N/A,N/A
2085:bg,bg,N/A,N/A
2086:bg,bg,N/A,N/A
2087:bg,bg,N/A,N/A
2088:bg,bg,N/A,N/A
2089:bg,bg,N/A,N/A
2090:bg,bg,N/A,N/A
2091:bg,bg,N/A,N/A
2092:bg,bg,N/A,N/A
2093:bg,bg,N/A,N/A
2094:bg,bg,N/A,N/A
2095:bg,bg,N/A,N/A
2096:bg,bg,N/A,N/A
2097:bg,bg,N/A,N/A
2098:bg,bg,N/A,N/A
2099:bg,bg,N/A,N/A
2100:bg,bg,N/A,N/A
2101:bg,bg,N/A,N/A
2102:bg,bg,N/A,N/A
2103:bg,bg,N/A,N/A
2104:bg,bg,N/A,N/A
2105:bg,bg,N/A,N/A
2106:bg,bg,N/A,N/A
2107:bg,bg,N/A,N/A
2108:bg,bg,N/A,N/A
2109:bg,bg,N/A,N/A
2110:bg,bg,N/A,N/A
2111:bg,bg,N/A,N/A
2112:bg,bg,N/A,N/A
2113:bg,bg,N/A,N/A
2114:bg,bg,N/A,N/A
2115:bg,bg,N/A,N/A
2116:bg,bg,N/A,N/A
2117:bg,bg,N/A,N/A
2118:bg,bg,N/A,N/A
2119:bg,bg,N/A,N/A
2120:bg,bg,N/A,N/A
2121:bg,bg,N/A,N/A
2122:bg,bg,N/A,N/A
2123:bg,bg,N/A,N/A
2124:bg,bg,N/A,N/A
2125:bg,bg,N/A,N/A
2126:bg,bg,N/A,N/A
2127:bg,bg,N/A,N/A
2128:bg,bg,N/A,N/A
2129:bg,bg,N/A,N/A
2130:bg,bg,N/A,N/A
2131:bg,bg,N/A,N/A
2132:bg,bg,N/A,N/A
2133:bg,bg,N/A,N/A
2134:bg,bg,N/A,N/A
2135:bg,bg,N/A,N/A
2136:bg,bg,N/A,N/A
2137:bg,bg,N/A,N/A
2138:bg,bg,N/A,N/A
2139:bg,bg,N/A,N/A
2140:bg,bg,N/A,N/A
2141:bg,bg,N/A,N/A
2142:bg,bg,N/A,N/A
2143:bg,bg,N/A,N/A
2144:bg,bg,N/A,N/A
2145:bg,bg,N/A,N/A
2146:bg,bg,N/A,N/A
2147:bg,bg,N/A,N/A
2148:bg,bg,N/A,N/A
2149:bg,bg,N/A,N/A
2150:bg,bg,N/A,N/A
2151:bg,bg,N/A,N/A
2152:bg,bg,N/A,N/A
2153:bg,bg,N/A,N/A
2154:bg,bg,N/A,N/A
2155:bg,bg,N/A,N/A
2156:bg,bg,N/A,N/A
2157:bg,bg,N/A,N/A
2158:bg,bg,N/A,N/A
2159:bg,bg,N/A,N/A
2160:bg,bg,N/A,N/A
2161:bg,bg,N/A,N/A
2162:bg,bg,N/A,N/A
2163:bg,bg,N/A,N/A
2164:bg,bg,N/A,N/A
2165:bg,bg,N/A,N/A
2166:bg,bg,N/A,N/A
2167:bg,bg,N/A,N/A
2168:bg,bg,N/A,N/A
2169:bg,bg,N/A,N/A
2170:bg,bg,N/A,N/A
2171:bg,bg,N/A,N/A
2172:bg,bg,N/A,N/A
2173:bg,bg,N/A,N/A
2174:bg,bg,N/A,N/A
2175:bg,bg,N/A,N/A
2176:bg,bg,N/A,N/A
2177:bg,bg,N/A,N/A
2178:bg,bg,N/A,N/A
2179:bg,bg,N/A,N/A
2180:bg,bg,N/A,N/A
2181:bg,bg,N/A,N/A
2182:bg,bg,N/A,N/A
2183:bg,bg,N/A,N/A
2184:bg,bg,N/A,N/A
2185:bg,bg,N/A,N/A
2186:bg,bg,N/A,N/A
2187:bg,bg,N/A,N/A
2188:bg,bg,N/A,N/A
2189:bg,bg,N/A,N/A
2190:bg,bg,N/A,N/A
2191:bg,bg,N/A,N/A
2192:bg,bg,N/A,N/A
2193:bg,bg,N/A,N/A
2194:bg,bg,N/A,N/A
2195:bg,bg,N/A,N/A
2196:bg,bg,N/A,N/A
2197:bg,bg,N/A,N/A
2198:bg,bg,N/A,N/A
2199:bg,bg,N/A,N/A
2200:bg,bg,N/A,N/A
2201:bg,bg,N/A,N/A
